text,intents
"""Hmm. Sure, no problem! To exchange via the app, I say that I would like to use the app for my transaction or exchange.",exchange_via_app
I want to exchange through the app.,exchange_via_app
I will download an exchange app and use it to make a currency exchange.,exchange_via_app
I would like to exchange using the app.,exchange_via_app
I would like to exchange through the app.,exchange_via_app
I want to get started with the exchange option on the app.,exchange_via_app
I would like to make an exchange using the app.,exchange_via_app
I would like to download and use an app for currency exchange.,exchange_via_app
I would like to make an exchange using the app.,exchange_via_app
I would like to exchange using the app.,exchange_via_app
I will exchange via the app.,exchange_via_app
I will download and use a money exchange app to make the transaction.,exchange_via_app
I would like to make a currency exchange using the app.,exchange_via_app
I would like to use the exchange app please.,exchange_via_app
I would like to exchange via the app.,exchange_via_app
I would like to exchange using the mobile app.B18998976,exchange_via_app
I will use an exchange app.,exchange_via_app
I would like to make a currency exchange using the app.,exchange_via_app
Can I exchange money through the app?,exchange_via_app
I want to exchange (currency) using the app.,exchange_via_app
I would like to exchange money through the app.,exchange_via_app
I wo've connected Wax to ,exchange_via_app
I will use the app to exchange.,exchange_via_app
I would like to exchange through the app.,exchange_via_app
I will exchange through the app.,exchange_via_app
I would like to make an exchange using the app.,exchange_via_app
I would like to make an exchange using the app.,exchange_via_app
"If I want to exchange through the app, I would say:",exchange_via_app
I want to exchange using an app.,exchange_via_app
"If I want to exchange currency via app, I will use a currency exchange app.",exchange_via_app
"Can I exchange via the app, please?",exchange_via_app
I want to make an exchange through the mobile app.,exchange_via_app
"If I want to exchange via app, I will use the app to facilitate my exchange.",exchange_via_app
"If I want to exchange via app, I will use the app to complete the transaction.",exchange_via_app
I would like to exchange through the app.,exchange_via_app
I would like to exchange using the app.,exchange_via_app
I would like to make an exchange using the app.,exchange_via_app
I would like to exchange using the app.,exchange_via_app
I would like to exchange using the app.,exchange_via_app
I would like to exchange using the app.,exchange_via_app
"I would like to make an exchange using the app, please.",exchange_via_app
I would like to exchange using the app.,exchange_via_app
I would like to make an exchange using the app.,exchange_via_app
"When using the app, I would like to exchange.",exchange_via_app
"If I lose or my card is stolen,",lost_or_stolen_card
I think I misplaced my card.,lost_or_stolen_card
I want to report my card as lost or stolen.,lost_or_stolen_card
"I lost my card, or my card was stolen.",lost_or_stolen_card
I lost my card,lost_or_stolen_card
"If I want to report a lost or stolen card,",lost_or_stolen_card
I think my card may have been lost or stolen.,lost_or_stolen_card
I think I lost or someone might have stolen my card.,lost_or_stolen_card
"I would like to report a lost or stolen card, please.",lost_or_stolen_card
I've lost my card,lost_or_stolen_card
I need to report a lost or stolen card.,lost_or_stolen_card
I need to report a lost or stolen card.,lost_or_stolen_card
I need to report a lost or stolen card.,lost_or_stolen_card
I believe my card has been lost or stolen.,lost_or_stolen_card
I have lost my card,lost_or_stolen_card
I think my card has been lost or stolen.,lost_or_stolen_card
I need to report a lost or stolen card.,lost_or_stolen_card
"If I lost or my card got stolen,",lost_or_stolen_card
If I have lost or had my card stolen...,lost_or_stolen_card
I have lost or someone has stolen my card.,lost_or_stolen_card
"I need to report a lost or stolen card, please.",lost_or_stolen_card
I think my card has been lost or stolen.,lost_or_stolen_card
I would like to report a lost or stolen card.,lost_or_stolen_card
I need to report a lost or stolen card.,lost_or_stolen_card
I want to report my lost or stolen card.,lost_or_stolen_card
"If I want to replace a lost or stolen card, I will say:",lost_or_stolen_card
"I would like to report a lost or stolen card, please.",lost_or_stolen_card
I would like to report a lost or stolen card.,lost_or_stolen_card
I need to report a lost or stolen card.,lost_or_stolen_card
"If I want to report a lost or stolen card, I will say:",lost_or_stolen_card
"If I have lost or had my card stolen, I will report it immediately.",lost_or_stolen_card
I want to report a lost or stolen card.,lost_or_stolen_card
I think I have lost my card/I believe my card has been stolen.,lost_or_stolen_card
"I think you meant to ask what you should say if you want to report a lost or stolen card. In that case, you would say: """,lost_or_stolen_card
